course,id,title,domain_label,reference_contribution,reference_confidence,reference_confidence_score,evidence_level,url
Neuro Copy: La Ciencia de Escribir para Vender Más,19,1.6 Lee en voz alta,Contenido y creatividad,"Podría apoyar una revisión de fluidez oral del borrador de copy, sin atribuir resultados persuasivos específicos a la lectura en voz alta.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/19
Neuro Copy: La Ciencia de Escribir para Vender Más,20,"1.7 Ni tan largo, ni tan corto",Contenido y creatividad,"Podría orientar preguntas sobre extensión apropiada del mensaje según contexto y canal, sin inferir una longitud universalmente efectiva.",INFERRED,0.73,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/20
Neuro Copy: La Ciencia de Escribir para Vender Más,21,"1.8 Ejemplo ni tan largo, ni tan corto",Contenido y creatividad,"Podría ofrecer una referencia práctica para revisar extensión del copy, aunque el ejemplo y sus criterios no aparecen en el índice.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/21
Neuro Copy: La Ciencia de Escribir para Vender Más,22,1.9 Lo simple enamora,Contenido y creatividad,"Podría apoyar una revisión de claridad y sencillez en textos comerciales, sin afirmar que la simplificación produzca una respuesta emocional determinada.",INFERRED,0.72,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/22
Neuro Copy: La Ciencia de Escribir para Vender Más,23,1.10 Ejemplo lo simple enamora,Contenido y creatividad,Podría señalar un ejemplo para comparar claridad de mensajes; falta el contenido para evaluar cómo se aplica la sencillez propuesta.,INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/23
Neuro Copy: La Ciencia de Escribir para Vender Más,24,1.11 La acción vende,Contenido y creatividad,"Podría orientar una revisión de llamadas a la acción en el copy, sin convertir el título en evidencia de aumento de ventas.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/24
Neuro Copy: La Ciencia de Escribir para Vender Más,25,1.12 Ejemplo la acción vende,Contenido y creatividad,Podría aportar una referencia práctica para examinar un mensaje orientado a acción; el ejemplo real y sus resultados permanecen desconocidos.,INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/25
Neuro Copy: La Ciencia de Escribir para Vender Más,26,1.13 El poder del tu,Contenido y creatividad,"Podría apoyar preguntas sobre el uso de segunda persona en un mensaje, sin asegurar efectos persuasivos por una elección de pronombre.",INFERRED,0.71,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/26
Neuro Copy: La Ciencia de Escribir para Vender Más,27,1.14 Ejemplo del poder del tu,Contenido y creatividad,Podría servir para revisar un ejemplo de redacción dirigida al lector; el índice no muestra el texto ni criterios de efectividad.,INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/27
Neuro Copy: La Ciencia de Escribir para Vender Más,28,1.15 Estrategia integral,Contenido y creatividad,"Podría orientar una revisión de coherencia entre piezas de copy del negocio, aunque la estrategia integral anunciada carece de componentes explícitos.",INFERRED,0.62,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/28
Neuro Copy: La Ciencia de Escribir para Vender Más,29,1.16 Personalización biologica,Contenido y creatividad,Podría señalar un enfoque de personalización para examinar críticamente; no acredita diferencias biológicas ni autoriza inferencias sensibles sobre los consumidores.,INFERRED,0.6,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/29
Neuro Copy: La Ciencia de Escribir para Vender Más,30,1.17 Ejemplo personalización biologica,Contenido y creatividad,"Podría remitir a un ejemplo de personalización para revisión crítica, sin validar mecanismos biológicos ni reproducir segmentaciones sensibles no justificadas.",INFERRED,0.6,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/30
Neuro Copy: La Ciencia de Escribir para Vender Más,31,2.1 Bienvenida modulo 2,Orientación y ruta académica,Referencia de bienvenida al segundo módulo sin materia específica; requiere descripción para decidir su utilidad en una tarea del agente.,AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/31
Neuro Copy: La Ciencia de Escribir para Vender Más,32,2.2 Modelo toma decisiones,Conversación y conversión,"Podría apoyar preguntas sobre decisiones del comprador al revisar un mensaje, sin reconstruir el modelo ni atribuirle validez psicológica.",INFERRED,0.68,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/32
Neuro Copy: La Ciencia de Escribir para Vender Más,33,2.3 Modelo zona de confort,Productividad y ejecución,"Podría orientar una reflexión sobre barreras percibidas para actuar, sin asumir un modelo psicológico validado a partir del título.",INFERRED,0.6,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/33
Neuro Copy: La Ciencia de Escribir para Vender Más,34,2.4 Ejercicio practico,Orientación y ruta académica,La referencia a un ejercicio práctico no identifica qué se practica; falta descripción para proponer una misión específica de copywriting.,AMBIGUOUS,0.2,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/34
Neuro Copy: La Ciencia de Escribir para Vender Más,35,2.5 Caption,Contenido y creatividad,"Podría orientar un borrador de texto acompañante para una publicación, adaptado al producto y canal sin asumir una estructura del docente.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/35
Neuro Copy: La Ciencia de Escribir para Vender Más,36,2.6 tip caption 1,Contenido y creatividad,Podría complementar una revisión de captions para publicaciones; el índice no revela el primer consejo ni permite aplicarlo literalmente.,INFERRED,0.67,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/36
Neuro Copy: La Ciencia de Escribir para Vender Más,37,2.7 tip caption 2,Contenido y creatividad,"Podría servir como segunda referencia sobre captions, aunque faltan detalles para identificar una mejora específica frente al consejo anterior.",INFERRED,0.67,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/37
Neuro Copy: La Ciencia de Escribir para Vender Más,38,2.8 Video Viral,Contenido y creatividad,"Podría orientar hipótesis creativas para un video y su revisión posterior, sin considerar la viralidad un resultado predecible o garantizado.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/38
Neuro Copy: La Ciencia de Escribir para Vender Más,39,2.9 Hacks de persuasión,Contenido y creatividad,"Podría apoyar una revisión crítica de recursos persuasivos del texto, sin adoptar técnicas ocultas ni atribuir eficacia a hacks no descritos.",INFERRED,0.67,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/39
Neuro Copy: La Ciencia de Escribir para Vender Más,40,2.10 Hack 1,Orientación y ruta académica,El primer hack carece de nombre temático; hace falta descripción para determinar su aporte al copy sin inventar una técnica.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/40
Neuro Copy: La Ciencia de Escribir para Vender Más,41,2.11 Hack 2,Orientación y ruta académica,El segundo hack solo tiene numeración; no permite precisar una mejora de contenido ni recomendar su aplicación sin contexto adicional.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/41
Neuro Copy: La Ciencia de Escribir para Vender Más,42,2.12 Hack 3,Orientación y ruta académica,El tercer hack no identifica recurso persuasivo alguno; requiere contenido adicional antes de convertirlo en una sugerencia para el agente.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/42
Neuro Copy: La Ciencia de Escribir para Vender Más,43,2.13 Hack 4,Orientación y ruta académica,El cuarto hack permanece sin tema explícito; el agente necesita descripción para saber qué problema de redacción podría abordar.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/43
Neuro Copy: La Ciencia de Escribir para Vender Más,44,2.14 Hack 5,Orientación y ruta académica,La quinta entrada numerada no revela su técnica; no puede asignarse una aportación concreta al mensaje comercial sin conocerla.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/44
Neuro Copy: La Ciencia de Escribir para Vender Más,45,2.15 Hack 6,Orientación y ruta académica,El sexto hack no incluye concepto identificable; faltan datos para vincularlo responsablemente con una misión particular de escritura comercial.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/45
Neuro Copy: La Ciencia de Escribir para Vender Más,46,2.16 Hack 7,Orientación y ruta académica,La séptima referencia de hacks no delimita su contenido; requiere descripción antes de atribuirle utilidad específica para un borrador.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/46
Neuro Copy: La Ciencia de Escribir para Vender Más,47,2.17 Hack 8,Orientación y ruta académica,El octavo hack se conoce solo por su posición; el agente no puede deducir la técnica ni el contexto de aplicación.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/47
Neuro Copy: La Ciencia de Escribir para Vender Más,48,2.18 Hack 9,Orientación y ruta académica,La novena entrada no identifica un tema de persuasión; hace falta descripción para justificar una recomendación educativa específica.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/48
Neuro Copy: La Ciencia de Escribir para Vender Más,49,2.19 Hack 10,Orientación y ruta académica,El décimo hack carece de explicación temática; no permite proponer cambios concretos al copy del miembro sin información adicional.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/49
Neuro Copy: La Ciencia de Escribir para Vender Más,50,2.20 Hack 11,Orientación y ruta académica,El undécimo hack solo aporta un número de secuencia; requiere contenido antes de asignarle una función en la revisión comercial.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/50
Neuro Copy: La Ciencia de Escribir para Vender Más,51,2.21 Hack 12,Orientación y ruta académica,La referencia al duodécimo hack no revela su mecanismo; se necesita descripción para recomendarlo ante un bloqueo de redacción.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/51
Neuro Copy: La Ciencia de Escribir para Vender Más,52,2.22 Hack 13,Orientación y ruta académica,El decimotercer hack no nombra una habilidad; el agente debe solicitar más contexto antes de sugerir una aplicación específica.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/52
Neuro Copy: La Ciencia de Escribir para Vender Más,53,2.23 Hack 14,Orientación y ruta académica,El decimocuarto hack sigue sin tema identificable; no permite afirmar qué aporta respecto a otras técnicas del mismo módulo.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/53
Neuro Copy: La Ciencia de Escribir para Vender Más,54,2.24 Consejo extra,Orientación y ruta académica,La referencia a un consejo extra no informa su materia; hace falta contenido para asociarlo con una mejora verificable del borrador.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/54
Neuro Copy: La Ciencia de Escribir para Vender Más,55,3.1 Bienvenida Modulo 3,Orientación y ruta académica,Referencia de bienvenida al tercer módulo sin aporte temático explícito; requiere descripción antes de recomendar una tarea específica al miembro.,AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/55
Neuro Copy: La Ciencia de Escribir para Vender Más,56,3.2 6 pasos del neurocopy,Contenido y creatividad,"Podría orientar preguntas sobre un proceso de elaboración de copy en seis pasos, sin reconstruirlos ni asumir respaldo científico del nombre.",INFERRED,0.72,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/56
Neuro Copy: La Ciencia de Escribir para Vender Más,57,3.3 Conoce tu producto paso 1,Producto y validación,"Podría apoyar la recopilación de características verificadas del producto antes de redactar mensajes, sin inventar beneficios ni diferenciales comerciales.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/57
Neuro Copy: La Ciencia de Escribir para Vender Más,58,3.4 Conoce a tu cliente paso 2,Conversación y conversión,"Podría orientar preguntas al miembro para describir necesidades y contexto del cliente, sin asumir motivaciones privadas ni perfiles sensibles.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/58
Neuro Copy: La Ciencia de Escribir para Vender Más,59,3.5 Investigación paso 3,Contenido y creatividad,"Podría apoyar la preparación de preguntas de investigación previa al copy, aunque el título no identifica fuentes ni métodos específicos.",INFERRED,0.7,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/59
Neuro Copy: La Ciencia de Escribir para Vender Más,60,3.6 Modelo neuro paso 4,Contenido y creatividad,Podría señalar una referencia de modelo aplicado a redacción para examen crítico; el índice no define su mecanismo ni valida su fundamento.,INFERRED,0.6,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/60
Neuro Copy: La Ciencia de Escribir para Vender Más,61,3.7 Creación del copy paso 5,Contenido y creatividad,"Podría orientar una misión de redactar el primer copy con datos del producto y público, manteniendo revisión humana antes de usarlo.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/61
Neuro Copy: La Ciencia de Escribir para Vender Más,62,"3.8 Lanza, analiza y mejora. paso 6",Medición y diagnóstico,"Podría apoyar un esquema de hipótesis, observación y revisión del mensaje, sin publicar autónomamente ni atribuir métricas específicas al curso.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/62
Neuro Copy: La Ciencia de Escribir para Vender Más,63,3.9 Fin del modulo 3,Orientación y ruta académica,"Referencia de cierre del tercer módulo sin materia concreta; falta contenido para saber si incluye repaso, tareas o nuevas ideas.",AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/63
Neuro Copy: La Ciencia de Escribir para Vender Más,64,4.1 Bienvenida Modulo 4,Orientación y ruta académica,La bienvenida al cuarto módulo no identifica una habilidad concreta; necesita descripción adicional para vincularse con un entregable del miembro.,AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/64
Neuro Copy: La Ciencia de Escribir para Vender Más,65,4.2 8 factores para vender mas,Conversación y conversión,"Podría orientar preguntas de diagnóstico sobre factores comerciales, sin inventar los ocho elementos anunciados ni presentar mayores ventas como resultado garantizado.",INFERRED,0.65,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/65
Neuro Copy: La Ciencia de Escribir para Vender Más,66,4.3 Factor 1,Orientación y ruta académica,El primer factor no está nombrado; se requiere descripción para saber qué aspecto de la venta podría ayudar a revisar.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/66
Neuro Copy: La Ciencia de Escribir para Vender Más,67,4.4 Factor 2,Orientación y ruta académica,La segunda entrada de factores solo indica orden; no permite inferir una palanca comercial ni recomendar una tarea concreta.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/67
Neuro Copy: La Ciencia de Escribir para Vender Más,68,4.5 Factor 3,Orientación y ruta académica,El tercer factor carece de materia identificable; falta contexto antes de relacionarlo con un bloqueo específico de ventas del miembro.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/68
Neuro Copy: La Ciencia de Escribir para Vender Más,69,4.6 Factor 4,Orientación y ruta académica,El cuarto factor no especifica su función; el agente debe disponer de descripción antes de usarlo como fundamento de una recomendación.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/69
Neuro Copy: La Ciencia de Escribir para Vender Más,70,4.7 Factor 5,Orientación y ruta académica,La referencia al quinto factor no revela su contenido; impide precisar qué evidencia o acción comercial podría apoyar al miembro.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/70
Neuro Copy: La Ciencia de Escribir para Vender Más,71,4.8 Factor 6,Orientación y ruta académica,El sexto factor aparece únicamente numerado; necesita descripción para diferenciar su contribución de otros elementos del módulo de ventas.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/71
Neuro Copy: La Ciencia de Escribir para Vender Más,72,4.9 Factor 7,Orientación y ruta académica,El séptimo factor no identifica una competencia o mecanismo; se requiere contenido adicional para recomendar una misión específica del agente.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/72
Neuro Copy: La Ciencia de Escribir para Vender Más,73,4.10 Factor 8,Orientación y ruta académica,El octavo factor no tiene tema explícito; no puede convertirse en un criterio comercial sin conocer su descripción o transcripción.,AMBIGUOUS,0.18,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/73
Neuro Copy: La Ciencia de Escribir para Vender Más,74,5.1 Bienvenida Modulo 5,Orientación y ruta académica,Referencia de bienvenida al quinto módulo; el índice no permite saber si incorpora orientación de canales u otro contenido específico.,AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/74
Neuro Copy: La Ciencia de Escribir para Vender Más,75,¿Cómo funciona amazon seller?,Tienda y catálogo,"Podría orientar preguntas introductorias sobre el canal Amazon Seller al elegir una ruta, sin asumir requisitos actuales ni operar cuentas.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/75
Neuro Copy: La Ciencia de Escribir para Vender Más,76,¿Cómo funciona la tienda online?,Tienda y catálogo,Podría aportar una referencia inicial para explicar la función de una tienda online y preparar dudas sobre su estructura comercial.,INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/76
Neuro Copy: La Ciencia de Escribir para Vender Más,77,¿Cómo funciona mercado libre?,Tienda y catálogo,"Podría ayudar a ubicar Mercado Libre como canal de venta para el miembro, dejando requisitos y procedimientos sujetos a verificación actual.",INFERRED,0.79,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/77
Neuro Copy: La Ciencia de Escribir para Vender Más,78,¿Cómo funcionan las redes sociales?,Contenido y creatividad,"Podría orientar una explicación introductoria del papel de redes sociales en la comunicación comercial, sin inferir reglas concretas de cada plataforma.",INFERRED,0.72,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/78
Neuro Copy: La Ciencia de Escribir para Vender Más,427,Como persuadir a través del Copywritig,Contenido y creatividad,"Podría apoyar la revisión de argumentos y claridad de un copy, evitando promesas no verificadas o atribuciones de eficacia persuasiva.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/427
Neuro Copy: La Ciencia de Escribir para Vender Más,480,Textos que venden: curso de copywriting para generar impacto y atraer a tu audiencia,Contenido y creatividad,"Podría orientar borradores dirigidos a una audiencia definida y su revisión crítica, sin garantizar impacto comercial por el nombre de la sesión.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/501c713a-e84a-4bd1-b902-e75390a122f5/480
Aprende a crear tu tienda en línea con Shopify desde cero,388,Bienvenida,Orientación y ruta académica,Referencia de bienvenida sin instrucciones temáticas visibles; se necesita descripción para saber qué preparación concreta podría recomendar el agente.,AMBIGUOUS,0.15,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/388
Aprende a crear tu tienda en línea con Shopify desde cero,390,Qué es Shopify?,Tienda y catálogo,"Podría orientar una explicación inicial del papel de Shopify y preguntas de elección de canal, sin asumir condiciones comerciales actuales.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/390
Aprende a crear tu tienda en línea con Shopify desde cero,391,Crea tu cuenta,Tienda y catálogo,"Podría apoyar un checklist de preparación para abrir una tienda Shopify por el miembro, sin crear cuentas ni solicitar credenciales.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/391
Aprende a crear tu tienda en línea con Shopify desde cero,392,Elige tu plan,Costos y rentabilidad,"Podría orientar una comparación de necesidades y costos de planes Shopify, requiriendo precios actuales y sin elegir un gasto por el miembro.",INFERRED,0.74,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/392
Aprende a crear tu tienda en línea con Shopify desde cero,396,Activación de la seguridad (2 pasos),Tienda y catálogo,"Podría servir de referencia para revisar si la tienda tiene protección de acceso, sin solicitar códigos ni modificar la autenticación.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/396
Aprende a crear tu tienda en línea con Shopify desde cero,397,Comprar y conectar dominio,Tienda y catálogo,"Podría orientar preguntas sobre dominio propio y su conexión prevista, sin comprar dominios ni alterar configuraciones técnicas del miembro.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/397
Aprende a crear tu tienda en línea con Shopify desde cero,519,Mi dominio lo adquirí en GoDaddy,Tienda y catálogo,"Podría identificar una referencia para tiendas con dominio adquirido en GoDaddy, preparando dudas de conexión sin acceder al proveedor.",INFERRED,0.77,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/519
Aprende a crear tu tienda en línea con Shopify desde cero,400,Como elegir tu plantilla,Tienda y catálogo,"Podría apoyar un listado de criterios visuales y funcionales para comparar plantillas Shopify, sin recomendar compras ni asumir compatibilidades actuales.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/400
Aprende a crear tu tienda en línea con Shopify desde cero,401,Conociendo el editor de plantillas,Tienda y catálogo,"Podría orientar una ruta de aprendizaje del editor para que el miembro identifique dónde preparar cambios, sin modificar la tienda.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/401
Aprende a crear tu tienda en línea con Shopify desde cero,402,Logo y baners,Marca y propuesta de valor,"Podría apoyar un brief coherente de logotipo y banners para la tienda, con revisión de derechos y datos reales del negocio.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/402
Aprende a crear tu tienda en línea con Shopify desde cero,403,Colores,Marca y propuesta de valor,"Podría orientar una propuesta de paleta para mantener consistencia visual en Shopify, sin atribuir efectos comerciales universales a cada color.",INFERRED,0.75,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/403
Aprende a crear tu tienda en línea con Shopify desde cero,404,Mostrar colecciones en la página de inicio,Tienda y catálogo,"Podría apoyar un esquema de colecciones visibles desde el inicio para facilitar exploración del catálogo, sin cambiar la navegación publicada.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/404
Aprende a crear tu tienda en línea con Shopify desde cero,405,Tipografía,Marca y propuesta de valor,"Podría orientar una revisión de legibilidad y coherencia tipográfica de la tienda, sin asegurar que el curso establezca criterios específicos.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/405
Aprende a crear tu tienda en línea con Shopify desde cero,406,Páginas informativas,Tienda y catálogo,"Podría ayudar a inventariar páginas informativas necesarias y datos faltantes, sin inventar políticas comerciales ni redactar compromisos legales como válidos.",INFERRED,0.78,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/406
Aprende a crear tu tienda en línea con Shopify desde cero,407,Organización de menus,Tienda y catálogo,"Podría apoyar un borrador de navegación por categorías y páginas relevantes, ajustado al catálogo y sin intervenir en menús publicados.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/407
Aprende a crear tu tienda en línea con Shopify desde cero,408,"Páginas de productos, carrito y pantalla de pago",Tienda y catálogo,"Podría orientar un checklist del recorrido entre ficha, carrito y pago, identificando dudas para revisión humana antes del lanzamiento.",INFERRED,0.8,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/408
Aprende a crear tu tienda en línea con Shopify desde cero,1210,Abriendo Mercado pago,Tienda y catálogo,"Podría señalar una referencia de preparación para Mercado Pago, sin abrir cuentas, recopilar datos financieros ni resolver requisitos de identidad.",INFERRED,0.76,CATALOG_REFERENCE,https://www.beglobalpro.org/cursos/contenido/2e4cf728-95b9-460c-b439-4c68cfa06b45/1210
