id,kind,title,url,duration_sec,phases,intents,recommendation_score,source,transcript_status,playlist_id,playlist_title,position,summary,abstract,purpose,watch_when,next_task
khVVxk1oiIo,video,✅ Estrategia de contenido orgánico para negocios | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=khVVxk1oiIo,3253.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,40,Clase de apoyo sobre Estrategia de contenido orgánico para negocios aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: estrategia de contenido orgánico para negocios.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
G7KXTBe-UPY,video,✅ Búsqueda de contenido en redes sociales | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=G7KXTBe-UPY,2623.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,41,Clase de apoyo sobre Búsqueda de contenido en redes sociales aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: búsqueda de contenido en redes sociales.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
K2SneO3fFVM,video,✅ Campañas de ventas online (estructura y estrategia) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=K2SneO3fFVM,1112.0,F5_contenido_lanzamiento|F6_ventas_cierre|F7_ads_tracking,crear_contenido|mejorar_ventas|publicidad_tracking|ventas_cierre|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,42,Clase de apoyo sobre Campañas de ventas online (estructura y estrategia) aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: campañas de ventas online (estructura y estrategia).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
9_KVpHvTtCw,video,Cómo funciona Shopify (guía para principiantes),https://www.youtube.com/watch?v=9_KVpHvTtCw,,F4_tienda_canal|F1_entender_modelo,configurar_tienda|shopify|aprender_desde_cero,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,3,"Explicación de la plataforma, configuración inicial y cómo usarla para dropshipping.",Guía básica de Shopify para nuevos emprendedores.,Guía básica de Shopify para nuevos emprendedores.,Recomendar cuando el alumno necesite: guía básica de shopify para nuevos emprendedores.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
-0ewXu18s7s,video,Contabilidad en tu ecommerce,https://www.youtube.com/watch?v=-0ewXu18s7s,,F8_optimizacion_escala,finanzas_ecommerce|control_financiero|optimizar_escalar,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,5,"Cómo llevar control de ingresos, gastos, impuestos y finanzas en general.",Gestión financiera básica para negocios online.,Gestión financiera básica para negocios online.,Recomendar cuando el alumno necesite: gestión financiera básica para negocios online.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
FQX-bFQHcd4,video,✅ Elementos de una tienda online que vende | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=FQX-bFQHcd4,3234.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,45,Clase de apoyo sobre Elementos de una tienda online que vende aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: elementos de una tienda online que vende.,Hacer el ajuste en la tienda y mandar captura/link para validar.
wbwbJoA1Fl4,video,✅ Haz que tu negocio exista en redes | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=wbwbJoA1Fl4,3793.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,46,Clase de apoyo sobre Haz que tu negocio exista en redes aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: haz que tu negocio exista en redes.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
Mr6J8LvMG4A,video,✅ Tipos de personalidades a la hora de vender | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=Mr6J8LvMG4A,3025.0,F6_ventas_cierre,mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,47,Clase de apoyo sobre Tipos de personalidades a la hora de vender aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: tipos de personalidades a la hora de vender.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
GTe-SdpAscM,video,✅ Por dónde llegan tus clientes y dónde compran | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=GTe-SdpAscM,2427.0,F6_ventas_cierre,mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,48,Clase de apoyo sobre Por dónde llegan tus clientes y dónde compran aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: por dónde llegan tus clientes y dónde compran.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
ZbK_MNCXbTE,video,✅ Campañas publicitarias con objetivo mensajes | Clase con los expertos |Be Global Pro,https://www.youtube.com/watch?v=ZbK_MNCXbTE,3156.0,F5_contenido_lanzamiento|F7_ads_tracking,crear_contenido|publicidad_tracking|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,49,Clase de apoyo sobre Campañas publicitarias con objetivo mensajes aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: campañas publicitarias con objetivo mensajes.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
VWVwRS44gts,video,✅ Cómo crear contenido para ADS (pagar publicidad) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=VWVwRS44gts,1945.0,F5_contenido_lanzamiento|F7_ads_tracking,crear_contenido|publicidad_tracking|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,50,Clase paso a paso sobre crear contenido para ADS (pagar publicidad).,,Guiar configuración de medición/publicidad para preparar campañas y seguimiento.,Recomendar cuando el alumno pida ayuda con: cómo crear contenido para ads (pagar publicidad).,Verificar configuración en la plataforma actual y mandar captura del estado.
Ycm5XiLUMRo,video,✅ Crea el logo de tu negocio sin experiencia | Clase con los expertos | BeGlobal Pro,https://www.youtube.com/watch?v=Ycm5XiLUMRo,2146.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,51,Clase de apoyo sobre Crea el logo de tu negocio sin experiencia aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: crea el logo de tu negocio sin experiencia.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
qui0EfJsyiA,video,✅ Cómo poner el precio correcto a tu producto | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=qui0EfJsyiA,2466.0,F2_producto_nicho|F6_ventas_cierre,elegir_producto|mejorar_ventas|elegir_o_mejorar_producto,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,52,Clase paso a paso sobre poner el precio correcto a tu producto.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo poner el precio correcto a tu producto.,Aplicar la estructura al producto actual y enviar link/captura para revisión.
MoS4ZhcVuP4,video,✅ Selección de productos (elige lo correcto para vender) | Clase con los expertos | BeGlobal Pro,https://www.youtube.com/watch?v=MoS4ZhcVuP4,2194.0,F2_producto_nicho|F6_ventas_cierre,elegir_producto|mejorar_ventas|elegir_o_mejorar_producto|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,53,Clase de apoyo sobre Selección de productos (elige lo correcto para vender) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: selección de productos (elige lo correcto para vender).,Aplicar la estructura al producto actual y enviar link/captura para revisión.
j-snsEqAY54,video,"✅ Comienza con dirección, no con dudas (Primeros pasos) | Clase con los expertos | Be Global Pro",https://www.youtube.com/watch?v=j-snsEqAY54,2727.0,F1_entender_modelo,aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,54,"Clase de apoyo sobre Comienza con dirección, no con dudas (Primeros pasos) aplicada a ecommerce/dropshipping.",,Ubicar al alumno principiante y darle una ruta clara para iniciar ventas online sin brincar pasos.,"Recomendar cuando el alumno pida ayuda con: comienza con dirección, no con dudas (primeros pasos).","Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
ODj3ItInGE4,video,✅ Construye la narrativa de tu marca | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=ODj3ItInGE4,2770.0,F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,55,Clase de apoyo sobre Construye la narrativa de tu marca aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: construye la narrativa de tu marca.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
SzCK2TAf6lw,video,✅ Todo lo que debes corregir antes de invertir en Ads | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=SzCK2TAf6lw,2316.0,F1_entender_modelo|F7_ads_tracking,publicidad_tracking|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,56,Clase de apoyo sobre Todo lo que debes corregir antes de invertir en Ads aplicada a ecommerce/dropshipping.,,Guiar configuración de medición/publicidad para preparar campañas y seguimiento.,Recomendar cuando el alumno pida ayuda con: todo lo que debes corregir antes de invertir en ads.,Verificar configuración en la plataforma actual y mandar captura del estado.
KPcCS2_SfpE,video,✅ Creación de contenido: qué sí y qué no | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=KPcCS2_SfpE,3535.0,F5_contenido_lanzamiento|F6_ventas_cierre,crear_contenido|guia_general,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,57,Clase de apoyo sobre Creación de contenido: qué sí y qué no aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: creación de contenido: qué sí y qué no.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
f2UaqAUWZkw,video,✅ Crea imágenes como un experto (usando IA) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=f2UaqAUWZkw,2419.0,F5_contenido_lanzamiento,crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,58,Clase de apoyo sobre Crea imágenes como un experto (usando IA) aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: crea imágenes como un experto (usando ia).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
NTKEeZfMC-8,video,✅ Configura tus redes Sociales para vender | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=NTKEeZfMC-8,2622.0,F5_contenido_lanzamiento|F6_ventas_cierre,crear_contenido|mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,59,Clase de apoyo sobre Configura tus redes Sociales para vender aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: configura tus redes sociales para vender.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
675kq3Z1P7Q,video,✅ Aumenta tu ticket de venta en Shopify (Upsell y Cross-Sell)| Clase con los expertos| Be Global Pro,https://www.youtube.com/watch?v=675kq3Z1P7Q,3232.0,F4_tienda_canal|F6_ventas_cierre|F2_producto_nicho,configurar_tienda|mejorar_ventas|elegir_o_mejorar_producto|configurar_tienda_canal|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,60,Clase de apoyo sobre Aumenta tu ticket de venta en Shopify (Upsell y Cross-Sell) aplicada a ecommerce/dropshipping.,,"Ayudar a aumentar el valor promedio por pedido usando oferta, bundles, upsells o mejor presentación de valor.",Recomendar cuando el alumno pida ayuda con: aumenta tu ticket de venta en shopify (upsell y cross-sell).,Hacer el ajuste en la tienda y mandar captura/link para validar.
EdemLs7dhUM,video,✅ Contabilidad en tu ecommerce | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=EdemLs7dhUM,2754.0,F1_entender_modelo,aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,61,Clase de apoyo sobre Contabilidad en tu ecommerce aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: contabilidad en tu ecommerce.,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
3z2yRQxvEKs,video,✅ Productos que conviene vender en Mercado Libre  | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=3z2yRQxvEKs,2708.0,F2_producto_nicho|F4_tienda_canal|F6_ventas_cierre,elegir_producto|vender_marketplace|mejorar_ventas|elegir_o_mejorar_producto|configurar_tienda_canal|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,62,Clase de apoyo sobre Productos que conviene vender en Mercado Libre aplicada a ecommerce/dropshipping.,,"Orientar publicación y optimización dentro de Mercado Libre, verificando políticas actuales de la plataforma.",Recomendar cuando el alumno pida ayuda con: productos que conviene vender en mercado libre.,Aplicar la estructura al producto actual y enviar link/captura para revisión.
-QJuMNJQ0hs,video,✅ Lanza tu primera campaña publicitaria(para principiantes) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=-QJuMNJQ0hs,4811.0,F5_contenido_lanzamiento|F7_ads_tracking,crear_contenido|publicidad_tracking|ads_tracking,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,63,Clase de apoyo sobre Lanza tu primera campaña publicitaria(para principiantes) aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: lanza tu primera campaña publicitaria(para principiantes).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
V0ZygTcHqaI,video,✅ Cómo hacer videos sin mostrar tu cara | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=V0ZygTcHqaI,3993.0,F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,64,Clase paso a paso sobre hacer videos sin mostrar tu cara.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo hacer videos sin mostrar tu cara.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
ETkc9_uDi8k,video,✅ Análisis de producto (cómo saber qué vender) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=ETkc9_uDi8k,2135.0,F2_producto_nicho|F6_ventas_cierre,elegir_producto|mejorar_ventas|elegir_o_mejorar_producto|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,65,Clase de apoyo sobre Análisis de producto (cómo saber qué vender) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: análisis de producto (cómo saber qué vender).,Aplicar la estructura al producto actual y enviar link/captura para revisión.
7dXCgKd05Zk,video,"✅ Cómo vender por mensaje (Insta, WhatsApp y Facebook) | Clase con los expertos | Be Global Pro",https://www.youtube.com/watch?v=7dXCgKd05Zk,2291.0,F6_ventas_cierre,mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,66,"Clase paso a paso sobre vender por mensaje (Insta, WhatsApp y Facebook).",,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,"Recomendar cuando el alumno pida ayuda con: cómo vender por mensaje (insta, whatsapp y facebook).","Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
dUOFd5W0Y_k,video,✅ Canales de tráfico para ecommerce (cómo atraer clientes) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=dUOFd5W0Y_k,2630.0,F1_entender_modelo|F6_ventas_cierre,mejorar_ventas|aprender_desde_cero|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,67,Clase de apoyo sobre Canales de tráfico para ecommerce (cómo atraer clientes) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: canales de tráfico para ecommerce (cómo atraer clientes).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
C3ZnWB34OK0,video,✅ Aprende a crear imágenes con IA para tu negocio digital | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=C3ZnWB34OK0,2677.0,F1_entender_modelo|F5_contenido_lanzamiento,crear_contenido|aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,68,Clase de apoyo sobre Aprende a crear imágenes con IA para tu negocio digital aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: aprende a crear imágenes con ia para tu negocio digital.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
ZoxPI-ioUPo,video,✅ Videos ganadores para vender (cómo crear contenido) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=ZoxPI-ioUPo,3895.0,F2_producto_nicho|F5_contenido_lanzamiento|F6_ventas_cierre,elegir_producto|crear_contenido|mejorar_ventas|ventas_cierre,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,69,Clase de apoyo sobre Videos ganadores para vender (cómo crear contenido) aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: videos ganadores para vender (cómo crear contenido).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
uBc-B3T3N14,video,✅ Cómo usar Canva para tu ecommerce y redes sociales | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=uBc-B3T3N14,3355.0,F1_entender_modelo|F5_contenido_lanzamiento,crear_contenido|aprender_desde_cero,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,70,Clase paso a paso sobre usar Canva para tu ecommerce y redes sociales.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: cómo usar canva para tu ecommerce y redes sociales.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
YpFMT0Dtoa4,video,Canales de venta en ecommerce,https://www.youtube.com/watch?v=YpFMT0Dtoa4,,F4_tienda_canal|F1_entender_modelo,configurar_tienda_canal|vender_marketplace|canales_de_venta,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,4,"Comparativa entre Mercado Libre, Amazon, Shopify, redes sociales y cómo combinarlos.",Los diferentes canales para vender online.,Los diferentes canales para vender online.,Recomendar cuando el alumno necesite: los diferentes canales para vender online.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
TLL47W4-2MI,video,Cómo funciona el dropshipping en Be Global Pro,https://www.youtube.com/watch?v=TLL47W4-2MI,,F1_entender_modelo,aprender_desde_cero|dropshipping_be_global,3,manual_roger_gv,summary_provided,manual_beglobal_core,Lista manual Be Global Pro - recursos principales,1,"Mariel Cázares explica qué es el dropshipping, cómo funciona el sistema, cómo publicar productos, cómo generar ganancias desde la primera venta y las ventajas de no manejar inventario.",Clase principal que explica el modelo completo de dropshipping de Be Global Pro.,Clase principal que explica el modelo completo de dropshipping de Be Global Pro.,Recomendar cuando el alumno necesite: clase principal que explica el modelo completo de dropshipping de be global pro.,"Ver el video, aplicar el paso principal y mandar captura/link/evidencia para revisión."
QcD6_id2S7M,video,✅ Cómo crear tu tienda en línea fácil y Rápido | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=QcD6_id2S7M,4411.0,F4_tienda_canal,configurar_tienda|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,73,Clase paso a paso sobre crear tu tienda en línea fácil y Rápido.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo crear tu tienda en línea fácil y rápido.,Hacer el ajuste en la tienda y mandar captura/link para validar.
7ofQec3FkmY,video,✅ Cómo hacer guiones con ChatGPT (fácil y rápido) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=7ofQec3FkmY,3756.0,F1_entender_modelo|F6_ventas_cierre,aprender_desde_cero|guia_general,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,74,Clase paso a paso sobre hacer guiones con ChatGPT (fácil y rápido).,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo hacer guiones con chatgpt (fácil y rápido).,"Ver la clase, aplicar el primer cambio y regresar con captura/link para continuar."
JYAxhSv6Kos,video,✅ Selección de productos ganadores para tu tienda online | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=JYAxhSv6Kos,2329.0,F2_producto_nicho|F4_tienda_canal,elegir_producto|configurar_tienda|elegir_o_mejorar_producto|configurar_tienda_canal,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,75,Clase de apoyo sobre Selección de productos ganadores para tu tienda online aplicada a ecommerce/dropshipping.,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: selección de productos ganadores para tu tienda online.,Aplicar la estructura al producto actual y enviar link/captura para revisión.
ZP-OT43hGI4,video,✅ Cómo abrir tus redes sociales del negocio (paso a paso) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=ZP-OT43hGI4,2819.0,F5_contenido_lanzamiento,aprender_desde_cero|crear_contenido,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,76,Clase paso a paso sobre abrir tus redes sociales del negocio (paso a paso).,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: cómo abrir tus redes sociales del negocio (paso a paso).,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
tbKGYMRN9fY,video,✅ Estrategias clave para aumentar tus ventas en ecommerce | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=tbKGYMRN9fY,1920.0,F1_entender_modelo|F5_contenido_lanzamiento|F6_ventas_cierre|F8_optimizacion_escala,crear_contenido|mejorar_ventas|aprender_desde_cero|ventas_cierre|optimizar_escalar,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,77,Clase de apoyo sobre Estrategias clave para aumentar tus ventas en ecommerce aplicada a ecommerce/dropshipping.,,"Enseñar uso práctico de IA para crear recursos de ecommerce: imágenes, videos, ideas o contenido.",Recomendar cuando el alumno pida ayuda con: estrategias clave para aumentar tus ventas en ecommerce.,"Crear 1 pieza de contenido y enviarla para revisar gancho, claridad y CTA."
JKljyqEG3e4,video,✅ Cómo editar videos de productos con CapCut (fácil) | Clase con los expertos | Be Global Pro,https://www.youtube.com/watch?v=JKljyqEG3e4,4123.0,F2_producto_nicho|F5_contenido_lanzamiento,elegir_producto|crear_contenido|elegir_o_mejorar_producto,2,@beglobalpro,pending,PLB2yHEZRRHUbcs8oYALuFlXlpe8HCgA7n,Capacitaciones en vivo de expertos,78,Clase paso a paso sobre editar videos de productos con CapCut (fácil).,,Complementar la guía del chat con una clase práctica de Be Global Pro relacionada con la petición del alumno.,Recomendar cuando el alumno pida ayuda con: cómo editar videos de productos con capcut (fácil).,Aplicar la estructura al producto actual y enviar link/captura para revisión.
fzapvH3B1Ug,video,CUENTA REGRESIVA ZOOM,https://www.youtube.com/watch?v=fzapvH3B1Ug,630.0,F1_entender_modelo,aprender_desde_cero,1,@beglobalpro,pending,,,,,,,,
Dm5ABJx4mcY,video,CUENTA REGRESIVA ZOOM,https://www.youtube.com/watch?v=Dm5ABJx4mcY,636.0,F1_entender_modelo,aprender_desde_cero,1,@beglobalpro,pending,,,,,,,,
eiLQjn-clfc,video,Video instructivo para el llenado del documento para la creación de tu tienda en linea.,https://www.youtube.com/watch?v=eiLQjn-clfc,482.0,F4_tienda_canal,configurar_tienda|crear_contenido,1,@beglobalpro,pending,,,,,,,,
